Text,Label
Researched and implemented state-of-the-art algorithms for natural language processing NLP tasks,Deep Learning Engineer
Developed and fine-tuned large transformer models for generative AI and understanding,Deep Learning Engineer
Optimized deep neural network architectures including CNNs RNNs and LSTMs,Deep Learning Engineer
Utilized specialized hardware like GPUs and TPUs for accelerated deep learning training,Deep Learning Engineer
Implemented techniques for model compression quantization and efficient deployment,Deep Learning Engineer
Conducted fundamental research in reinforcement learning and graphical models,AI Researcher
Published peer-reviewed papers on novel AI algorithms and their applications,AI Researcher
Focused on ethical AI principles model interpretability and bias mitigation,AI Researcher
Prototyped and experimented with new theoretical concepts in artificial intelligence,AI Researcher
Collaborated with academic institutions on cutting-edge AI and ML projects,AI Researcher
Built robust scalable MLOps infrastructure for continuous integration and delivery of ML models,MLOps Engineer
Implemented model monitoring drift detection and automated retraining mechanisms,MLOps Engineer
Managed feature stores and metadata tracking for machine learning experimentation,MLOps Engineer
Containerized ML workloads using Docker and orchestrated them with Kubernetes and Kubeflow,MLOps Engineer
Ensured compliance and reproducibility for all machine learning assets in production,MLOps Engineer
Developed interactive reports dashboards and scorecards using Microsoft BI tools SSAS SSIS SSRS,Business Intelligence (BI) Developer
Wrote complex SQL queries and stored procedures for data extraction and transformation,Business Intelligence (BI) Developer
Designed and optimized cubes and tabular models for high-performance data analysis,Business Intelligence (BI) Developer
Gathered business requirements and translated them into technical BI solutions and reports,Business Intelligence (BI) Developer
Administered and maintained data warehousing platforms ensuring data integrity and availability,Business Intelligence (BI) Developer
Managed the installation configuration and maintenance of database systems like Oracle and MySQL,Database Administrator (DBA)
Performed database performance tuning optimization and capacity planning,Database Administrator (DBA)
Implemented high availability disaster recovery and backup strategies for critical databases,Database Administrator (DBA)
Managed database security user access roles and permissions strictly,Database Administrator (DBA)
Executed schema changes and data migrations across different environments safely,Database Administrator (DBA)
Developed and executed comprehensive test plans and test cases for software quality assurance,QA Engineer
Identified documented and tracked software defects using bug tracking tools like Jira,QA Engineer
Performed system integration regression and user acceptance testing UAT,QA Engineer
Collaborated closely with development teams to ensure high quality and timely delivery,QA Engineer
Contributed to the improvement of testing processes and quality standards across the team,QA Engineer
Designed and implemented automated test scripts using Cypress and JavaScript for UI testing,Automation Tester
Created performance and load testing scripts using tools like JMeter and LoadRunner,Automation Tester
Managed and maintained a suite of automated tests to run as part of the CI/CD pipeline,Automation Tester
Developed API testing automation using Postman Newman and Rest Assured,Automation Tester
Analyzed test results reported on quality metrics and provided actionable insights,Automation Tester
Executed detailed exploratory and functional testing on new features manually,Manual Tester
Created and updated comprehensive test documentation including test cases and traceability matrices,Manual Tester
Verified software compliance with specified business requirements and functional specifications,Manual Tester
Participated in requirements reviews and provided feedback on testability and clarity,Manual Tester
Conducted usability testing to assess the intuitiveness and user-friendliness of the application,Manual Tester
Planned executed and analyzed performance and load tests to identify system bottlenecks,Performance Tester
Used monitoring tools to collect resource utilization data during peak load simulation,Performance Tester
Optimized database queries caching and server configurations based on performance testing results,Performance Tester
Developed a centralized performance testing framework and reporting mechanism,Performance Tester
Coordinated with development and infrastructure teams to tune the system for scalability,Performance Tester
Conducted security testing including vulnerability scanning and penetration testing on applications,Security Tester
Developed and executed test cases to verify compliance with security requirements like OWASP Top 10,Security Tester
Automated security tests within the CI/CD pipeline using tools like SAST DAST and SCA,Security Tester
Analyzed security reports prioritized findings and worked with developers on remediation,Security Tester
Implemented and managed security testing tools and processes across the SDLC,Security Tester
Defined the overall testing strategy methodology and tools for large-scale projects,Test Architect
Designed and oversaw the implementation of scalable and maintainable test automation frameworks,Test Architect
Provided technical leadership and guidance to QA and automation teams,Test Architect
Evaluated new testing technologies and recommended tools for process improvements,Test Architect
Ensured seamless integration of testing activities throughout the continuous delivery pipeline,Test Architect
Managed and monitored network security systems including firewalls IDS/IPS and VPNs,Security Engineer
Performed security assessments and audits against industry best practices and compliance standards,Security Engineer
Implemented and maintained endpoint detection and response EDR solutions and security tooling,Security Engineer
Developed and enforced security policies access controls and incident response procedures,Security Engineer
Automated security tasks and integrated security checks into the DevOps pipeline,Security Engineer
Conducted authorized penetration tests and ethical hacking exercises against IT infrastructure,Ethical Hacker
Identified zero-day vulnerabilities and provided detailed remediation steps to development teams,Ethical Hacker
Used standard hacking tools and custom scripts to simulate real-world attacks effectively,Ethical Hacker
Documented findings created proof-of-concept exploits and presented risks to management,Ethical Hacker
Focused on web mobile and network penetration testing adhering to ethical guidelines,Ethical Hacker
Executed penetration tests on web applications networks and cloud environments,Penetration Tester
Performed red team exercises to assess organizational security posture realistically,Penetration Tester
Wrote comprehensive reports detailing vulnerabilities severity and remediation advice,Penetration Tester
Specialized in exploiting complex vulnerabilities and crafting targeted attack scenarios,Penetration Tester
Stayed current with the latest threats attack techniques and security research,Penetration Tester
Conducted static and dynamic application security testing SAST DAST throughout the SDLC,Application Security Engineer
Worked with development teams to perform secure code reviews and address security bugs,Application Security Engineer
Managed the Web Application Firewall WAF and monitored application traffic for attacks,Application Security Engineer
Integrated security tools into the CI/CD pipeline to ensure security by design,Application Security Engineer
